PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Temp,RH,WS,WD,BP
11.75,78.75,1.62,35.38,20,8.43,5.6,0.34,44.24,0.1,0.53,18.1,36,1.7,96.25,712
8,75,1.6,35.8,20.2,8.2,5.8,0.34,47.63,0.1,0.6,18.6,31,1.8,87,711
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
26.5,128.5,1.75,36.45,20.6,8.05,5.8,0.23,43.04,0.1,0.4,16.25,28,2.15,86,709
29.33,132.33,1.7,36.43,20.57,8.57,6.03,0.2,38.87,0.05,0.35,17.1,30,2.07,72.67,709
30,127.67,1.67,36.67,20.67,8.8,6.25,0.55,43.43,0.1,0.9,16.73,34,1.7,85.67,709
33.25,120.5,1.68,35.38,20,9.73,5.9,0.37,41.96,0.1,0.6,17.6,36.25,1.55,85.25,709.25
31,100.33,1.67,28.27,16.17,16.9,6.05,0.54,39.77,0.1,0.9,22.73,39.33,1.17,81.33,710.33
31,111,1.6,31.03,17.63,15.4,6.33,0.56,44.93,0.15,0.9,21.1,44.67,1.1,95,711
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41,84,1.65,33.6,19.05,10.9,5.8,0.28,25.96,0.1,0.45,17.9,52,1.4,90,712
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
28.75,40.25,1.6,33.6,19.05,8.62,5.6,0.09,25.06,0,0.17,18.1,73.5,1.4,108,711.25
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,1.85,33.5,19.05,8.2,5.7,0.45,27.31,0.1,0.7,18.4,77.5,0.95,76,710
None,None,1.68,33.05,18.77,8.6,5.75,0.13,25.54,0,0.23,18.52,78,0.88,81.75,710
None,None,1.6,32.2,18.3,9.3,5.8,0.03,13.91,0,0,18.8,78,0.8,70,710
28.33,35,1.53,30.37,17.27,10.37,5.9,0.29,24.16,0.1,0.5,19.07,79,0.73,103.67,710.67
26,40.67,1.77,30.03,17.2,10.8,5.95,0.4,28.82,0.1,0.65,18.6,71.67,0.73,102.67,711
28,50.75,1.75,26.8,15.47,13.7,5.75,0.41,37.18,0.1,0.7,18.7,64,0.9,124.5,711.75
28.67,56,1.57,30.8,17.53,11.53,5.7,0.36,33.59,0.1,0.55,18.63,53.67,1.13,127.33,712
27.5,79.25,1.63,33.53,19,10.1,5.65,0.32,38.62,0.1,0.5,18.3,45.75,1.38,109.25,712
18.25,90.5,1.77,32.13,18.33,11.43,5.73,0.49,38.16,0.1,0.8,17.68,42,1.32,125.5,711
11.5,74.25,1.65,34.25,19.38,9.35,5.95,0.17,38.32,0.07,0.3,17.8,38.25,1.9,98.25,710.75
7,66,1.65,34.25,19.4,8.8,5.95,0.15,33.77,0,0.25,17.15,34.5,1.75,86.5,710
7.5,72.5,1.7,35.1,19.9,7.95,5.75,0.04,41.37,0,0.1,17.05,32.5,1.75,76,708.5
9,70,1.75,34.8,19.75,8.05,5.75,0.33,40.22,0.1,0.55,16.45,33.5,1.5,88,708
11.33,90,1.73,33.3,18.9,9.6,5.83,0.31,39.06,0.05,0.5,16.13,34.33,1.63,89,708
20.67,103.33,1.6,31.33,17.83,11.43,5.85,0.4,38.33,0.1,0.65,17.3,36,1.27,85.67,708.67
18,94,1.65,32.95,18.7,10.15,5.7,0.49,42.7,0.1,0.85,17.4,38.5,1.15,82.5,709
28,91,1.73,28.7,16.47,13.67,5.77,0.56,32.2,0.1,0.9,17.5,40.67,1.27,87.67,709.67
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
24,70,1.7,32.35,18.4,9.65,5.55,0.45,30.38,0.1,0.75,18.2,60.5,1.45,101,711
31,52,1.7,32.2,18.3,9.7,5.7,0.35,31.17,0.1,0.6,17.5,64,1.3,100,711
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
12,50,1.8,34.4,19.5,8.5,5.8,0.24,21.79,0.1,0.4,18.5,47,1.6,95,710
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
8,60.67,1.8,34.2,19.4,8.27,6.1,0.39,30.02,0.1,0.65,17.77,44,1.7,85,708
10.67,86.33,1.83,34.23,19.43,8.03,6.1,0.23,31.69,0.05,0.35,18.33,52,1.8,109,708
16,99,2.1,30,17.3,11.4,6,0.52,35.7,0.1,0.9,20,77,0.6,224,709
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22,63,1.35,4.4,3.4,29.75,5.65,0.65,31.67,0.15,1.1,19.3,78,0.65,218.5,711
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
29,59,1.6,21.3,12.47,17.9,5.43,0.2,27.12,0.03,0.33,19.27,77.33,0.93,188.33,710.67
28.67,62.33,1.7,25.03,14.53,15.03,5.5,0.32,26.76,0.1,0.55,19.03,78,1.03,182.67,710
41.5,58.75,1.8,26.2,15.15,14.12,5.53,0.41,29.28,0.1,0.67,19.3,79.25,0.65,169.5,710
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
54,76,1.85,14.4,8.95,22.6,5.8,0.37,27.12,0.1,0.6,19.7,80,0.85,201.5,710.5
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
38,73,1.6,12.5,7.8,24.05,5.85,0.51,28.82,0.1,0.8,18.5,76,1.4,196.5,712
28,61,1.8,18.2,10.9,20,5.8,0.59,38.13,0.1,1,17.9,73,1.3,178,713
25.75,65.75,1.67,20.65,12.15,18.48,5.95,0.45,36.1,0.1,0.77,18.95,68.25,1.32,182.75,712
25.5,59.75,1.68,28.25,16.23,13.62,5.93,0.3,36.71,0.1,0.47,18.3,60.25,1.4,191.5,711.5
19.75,56.5,1.62,31.6,17.97,12.28,5.77,0.39,40.52,0.1,0.63,18.1,53.75,1.38,199.25,711
27,69.75,1.65,33.62,19.08,11.45,5.8,0.38,39.44,0.1,0.63,17.5,50.5,1.35,204.5,710
30.25,76.5,1.68,34.95,19.77,10.72,5.73,0.34,39.35,0.1,0.53,16.75,49.25,1.47,220,709
24,80.5,1.93,32.8,18.73,13.75,5.63,0.6,36.82,0.13,0.97,17.15,48.25,1.15,245.25,709
33.5,116.25,1.88,26.95,15.6,19.5,5.75,1.11,33.98,0.23,1.83,17.1,51.5,1.45,244.75,708.75
40,139.25,1.95,24.12,14.12,20.3,5.8,0.85,39.29,0.2,1.43,17.02,56.75,1.62,197.75,708.75
28,116,1.7,26.9,15.55,16.8,5.7,0.62,36.36,0.15,1.05,17.8,53,1.2,130,709
16,100,1.4,29.6,16.8,13.5,None,None,38.57,None,None,21.6,73,2.3,92,711
18,61.5,1.7,23.2,13.5,21.95,5.85,None,36.29,None,None,29.2,87,0.65,133,713
20,23,1.5,14,8.6,30.8,5.5,0.79,35.42,0.2,1.3,33.5,89,0.3,73,713
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
27,45,1.4,2.6,2.5,33.8,5.3,0.51,18.27,0.1,0.8,20,89,0.6,226,713
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,23,2.1,22.45,13.25,19.5,5.1,None,31.81,1.2,8.7,20.3,88,0.5,209.5,710
None,None,2,12.3,7.8,26.7,5.4,0.71,49.34,0.2,1.2,19.8,88,0.4,200,709
23.5,35.5,0.95,1.1,1.5,35.2,5.7,0.25,32.32,0.1,0.4,19.55,85.5,1.05,203.5,710
27,39,1.23,10.68,6.65,26.45,5.43,0.51,30.94,0.1,0.83,19.85,84.75,1.77,188.75,710
33,36,1.83,10.5,6.83,26.43,5.23,0.74,41.22,0.17,1.23,18.97,78.67,1.27,214.67,710.67
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
28,72,1.5,5.7,4.1,30.6,5.2,0.69,50.1,0.2,1.1,18.9,66,1.1,202,712
40,63,1.5,23,13.3,19.9,5.2,0.47,44.67,0.1,0.8,18.8,61,1.1,226,712
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
17,79,1.8,36.33,20.6,11.57,6.55,0.41,41.64,0.1,0.7,17,36,0.97,114.33,709
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
56,153,1.5,9.9,6.4,31.7,5.7,0.74,45.85,0.2,1.2,17.9,52,0.8,161,709
46.5,137.5,1.85,1.25,1.9,36.7,6.2,1.17,31.7,0.3,1.9,18.4,57.5,1.45,155,710.5
37,131,1.68,10.53,6.8,30.23,5.55,0.86,38.27,0.2,1.4,19.08,58.75,1.38,246.5,711.25
25,101,2.1,12.7,8.1,28.8,5.4,0.5,29.57,0.1,0.8,18.5,57,0.9,166,711
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
40,114,1.8,8.7,5.9,30.4,None,None,27.56,None,None,19.2,60,0.8,231,711
41.25,120,1.7,11.25,7.17,28.35,5.53,0.83,37.47,0.2,1.37,18.75,61.25,0.75,259.5,711
45,138,1.6,8.83,5.83,30.1,5.57,0.51,34.92,0.1,0.8,18.87,60,0.9,262,710
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
44,88,1.73,22.13,12.97,19.33,5.63,0.25,32.92,0.07,0.4,18.97,73,1.27,238,709
30,93,1.65,9.7,6.3,27.55,5.9,0.14,33.75,0,0.2,19,75,1.1,242.5,710
24,86,1.8,3.6,3.1,31.8,5.9,0.63,41.28,0.1,1,19.8,75,0.9,246,710
53,240,1.8,None,None,37.5,6,0.97,30.27,0.2,1.6,19.5,69,0.9,242,711
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
50,150,1.6,22,12.85,22.65,5.35,0.73,41.31,0.2,1.2,18.5,56.5,1.05,243,711
63,156,1.65,33.2,18.8,17.3,5.15,0.79,43.26,0.2,1.3,17.25,49,1.15,198.5,711
46,124,1.7,36.3,20.5,14.5,5.8,None,43.62,None,None,16,42,1,174,710
46,124,1.7,36.3,20.5,14.5,5.8,0.85,30.54,0.2,1.4,17.7,42,1.4,224,710
40,106,1.6,37.2,21,12.6,5.5,0.42,43.5,0.1,0.7,16.1,39,1.4,162,709
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41,102.5,1.8,37.25,21.05,12.9,5.5,0.56,43.08,0.1,0.9,15.55,36.5,0.9,150,707
83,114,1.7,37.1,20.9,11.6,None,None,56.82,None,None,19,72,1.5,136,708
83,114,1.97,32.17,18.4,15.63,5.9,0.97,39.47,0.2,1.6,19.93,74.33,1.5,208.33,708
None,None,2.1,None,None,42.2,None,None,38.19,None,None,18.9,70,1.2,276,710
None,None,1.53,3.5,2.9,40.43,5.6,0.89,41.2,0.2,1.47,19.6,76.33,1.73,280.33,710.67
None,None,1.3,20.5,11.9,23.3,None,None,48.9,None,None,19.1,83,0.6,119,712
None,None,1.3,21,12.2,23.1,5.7,0.65,32.74,0.1,1.1,20.4,84,0.8,76,712
None,None,1.5,30.6,17.4,15,None,None,47.16,None,None,19.7,85,0.9,67,712
None,None,1.8,31.8,18.15,13.75,5.75,0.16,39.72,0,0.25,19.43,83.75,0.57,187,711
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,2,26.4,15.3,16.9,5.4,0.49,41.6,0.1,0.8,18.7,83,0.3,197,710
None,None,1.73,20.83,12.3,21.15,5.43,0.46,35.39,0.1,0.73,19.02,84.25,0.6,244.75,710
None,None,1.67,21.75,12.75,20.25,5.45,0.44,40.45,0.1,0.73,19.27,85.25,0.47,182,710
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,2.2,7.4,5.3,31.2,5.7,1.15,46.76,0.3,1.9,19.4,86,0.5,264,710
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53.5,115.75,1.73,34.83,19.7,13.55,6.03,0.5,40.46,0.1,0.83,17.43,47,1.25,211,711
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41,115,1.7,36.95,20.85,13.15,5.8,0.48,43.54,0.1,0.8,16.7,40.5,1.1,194,709.5
42,105,1.8,37.8,21.3,12.2,5.6,0.66,42.86,0.1,1.1,15.8,40,1.3,249,709
122,135,1.8,24.6,14.3,22.9,None,None,30.09,None,None,19.3,68,1.4,210,709
116.5,133.75,1.75,26.22,15.15,21.07,5.53,1.09,38.49,0.23,1.8,18.07,68.25,0.9,223,709
94.75,129.75,1.65,26.95,15.55,21.07,5.57,0.78,42.95,0.17,1.3,16.98,59.75,0.97,205.5,709
80.75,138.25,1.95,23.45,13.8,23.83,5.8,1.14,39.98,0.27,1.87,17.73,58,0.62,153,709.75
77,153,1.35,14.87,6.97,30.52,5.83,0.81,41.12,0.2,1.33,18,61,1.1,90.75,710.5
50,114,1.37,34,19.17,12.87,5.53,0.25,36.64,0.03,0.4,18.4,64,1.27,99,711
43.75,61.5,1.82,35.75,20.25,11.02,5.43,0.53,36.63,0.1,0.87,18.4,67.5,1.62,173.25,712
51.5,77,1.85,33.25,18.95,13.48,5.73,0.49,41.14,0.1,0.8,18.38,70,1.12,213,712.5
49.5,73.5,1.65,29.95,17.07,15.9,5.8,0.5,40.71,0.1,0.83,18.45,73,1.2,208,712.5
43.75,68.5,1.7,33.5,19.05,12.9,5.58,0.21,27.66,0.03,0.33,18.4,75,1.3,196.25,712
31.75,60.75,1.8,32.95,18.75,12.93,5.5,0.29,25.01,0.1,0.47,18.72,74.25,1.12,222,712
34.25,63.25,1.72,32.23,18.32,13.35,5.57,0.34,24.87,0.1,0.53,18.7,73.75,1.2,238.25,711
35.75,48.75,1.75,32.65,18.55,12.62,5.5,0.31,26.2,0.1,0.53,18.68,76,1.35,241.25,711
38,59.75,1.95,28.77,16.6,15.03,5.65,0.07,24.24,0,0.1,18.65,79.25,1.38,253.5,711
37.25,69.25,1.88,20.02,11.92,20.73,5.67,0.37,24.24,0.1,0.6,18.82,81.5,1.23,238.5,711.25
41.75,75.75,1.95,11.03,7.17,26.7,5.68,0.71,27.32,0.13,1.17,18.88,83,1.12,234.75,712
53.5,97.5,1.9,4.5,2.88,32.67,5.67,0.69,27.3,0.17,1.13,18.55,79,1.23,253.25,712
29.75,140.25,1.8,None,0.7,36.42,5.7,0.94,26.73,0.2,1.53,18.9,68.75,1.82,271,713
35.75,149.75,1.75,1.37,1.52,35.57,5.63,1,25.37,0.2,1.67,18.82,61,1.6,269,713
37,164,1.67,5.8,4.25,33.45,5.5,1.08,25.17,0.23,1.73,18.07,54.5,1.58,265.5,713
33.25,167,1.45,16.85,10.07,27.03,5.47,0.82,26.86,0.2,1.33,18.23,49,1.35,210.75,712.25
33.5,118.25,1.42,30.1,17.1,18.42,5.62,0.51,26.72,0.1,0.87,17.65,44.5,1.15,172,712
35.75,105,1.78,33.55,19.08,15.05,5.73,0.5,26.92,0.1,0.83,17.45,42.25,1.5,178.5,711.25
22.25,96.75,1.75,34.5,19.55,14,5.67,0.66,26.29,0.13,1.1,17.27,41.25,1.57,141,710.5
36,91.5,1.8,36.38,20.57,11.27,5.67,0.35,26.48,0.1,0.57,17.75,47,1.27,142.25,710
64.75,105.25,1.95,27.3,15.83,18.8,5.57,0.87,23.59,0.2,1.4,18.23,60.75,1.43,196,710
84,130.25,1.97,10.95,7.15,31.23,5.6,1.25,27.96,0.3,2.07,18.75,64,1.2,231,710.25
66.5,108.5,1.63,None,0.6,43.72,5.8,1.56,26.98,0.33,2.57,20.05,72,1.3,276,711
47.75,70.5,1.95,None,None,62.47,5.87,2.26,25.62,0.5,3.7,19.4,70.75,1.17,192,711.5
37.5,69.5,0.85,18.57,10.77,27.98,5.45,0.37,22.2,0.1,0.6,19.93,69.5,1.47,124.25,713
32,48.25,1.8,18.58,11.12,24,5.33,0.77,26.42,0.2,1.27,19.7,76.5,0.6,190.25,713
46.5,62.5,1.9,6.33,4.65,33.05,5.67,0.88,24.51,0.2,1.43,19.35,77.75,0.77,202.5,713.5
49.25,80.75,1.6,11.78,7.4,28.9,5.73,0.97,23.83,0.23,1.6,19.38,73.5,0.7,223.25,713
57.75,110.75,1.55,12.68,7.88,27.38,5.7,0.85,27.41,0.2,1.4,19.12,68,0.95,169,712
42.75,76.25,1.48,25.55,14.7,17.43,5.63,0.28,25.59,0.07,0.47,18.98,71.75,0.5,168.5,712
36.75,73.75,1.77,25,14.5,17.68,5.75,0.49,23.47,0.1,0.8,19.25,74.25,0.88,201,712
38.75,65.25,1.7,25.38,14.68,17.45,5.8,0.55,26.64,0.1,0.9,19.55,77,1.17,244,712
34.5,46.75,1.62,26.07,15.05,17.25,5.62,0.49,26.73,0.1,0.8,19.32,78.25,1.18,283,712
27,71.25,2.02,16.15,9.9,25.07,5.63,0.34,24.32,0.1,0.57,19.55,75,0.55,245.75,712
42.75,122.25,1.98,None,0.5,46.42,5.77,0.76,26.39,0.17,1.27,19.62,75.5,0.47,209,713
59.25,177.5,1.77,None,None,46.2,5.8,0.87,27.77,0.2,1.4,19.08,70.75,0.55,181.5,713.25
47.75,154.75,1.18,7,4.5,37.97,5.72,0.81,25.03,0.2,1.33,19.2,58.75,0.68,149,714
47,132.5,1.43,18.48,10.88,25.7,5.57,0.96,26.19,0.2,1.6,19.12,51.75,0.88,159.25,714
56.25,135,1.6,25.9,14.93,22.82,5.65,1.07,24.77,0.27,1.77,18.62,50.5,1.07,206.5,713
70.75,156.25,1.65,35.88,20.25,15.8,5.6,0.39,27.13,0.1,0.63,18.2,46.25,1.27,112.75,713
36,105.25,1.78,37.15,20.98,13.3,5.6,0.43,25.9,0.1,0.7,17.93,43.5,1.43,116.5,713
48.5,113.5,1.7,37.83,21.32,11.72,5.6,0.49,26.43,0.1,0.8,17.73,41.25,1.62,114.25,712
40.75,114.25,1.72,37.1,20.95,11.62,5.75,0.54,26.49,0.13,0.87,17.5,38.75,1.62,118,711.5
40.5,102.75,1.75,36.72,20.73,11.52,5.83,0.34,26.67,0.1,0.57,17.38,37.75,1.4,105.75,711
44.25,112.25,1.77,35.9,20.32,12.97,5.88,0.65,27.08,0.17,1.07,17.33,36.5,1.38,69,711
52.5,139.5,1.88,30.52,17.5,16.38,5.73,0.97,29.4,0.2,1.6,17.93,39.25,1.05,76,711
54.5,126.5,1.6,33.55,19.03,13.22,5.9,0.5,29.78,0.1,0.83,18.27,45.75,1.22,100,711.5
47.25,130.25,2.02,22.53,13.35,21.05,5.97,1.37,29.68,0.27,2.23,18.38,46,0.85,204.5,712.25
51.5,171.75,1.82,6.7,4.8,40.08,5.8,1.52,28.65,0.33,2.47,18.5,49,0.8,199.25,713
61.25,182,1.58,5.05,3.75,37.9,5.7,0.8,27.99,0.17,1.3,18.57,53.5,0.67,127.75,713
55.75,136.5,1.72,19.85,11.75,23.65,5.53,1.01,28.73,0.23,1.67,18.68,54.75,0.45,149.5,713
46.25,120.75,1.98,11.8,7.55,28.62,5.6,0.85,28.65,0.2,1.37,18.82,53,0.57,109.25,713
52.75,128.25,1.78,16.82,10.18,24.35,5.8,0.72,28.86,0.17,1.17,18.88,55.75,0.6,142.75,712.75
65.75,115.25,1.97,14.32,8.95,26.08,5.97,0.64,21.92,0.17,1.07,18.88,60.25,0.67,203,712
50.25,100.5,1.48,23.1,13.38,19.6,5.57,0.36,20.56,0.1,0.6,18.8,61.25,0.57,120.5,712
41.75,70.5,1.75,32.65,18.57,12.75,5.4,0.4,20.82,0.1,0.67,19.25,62.5,0.53,73,711
42.75,66.75,1.9,29.7,17.07,14.65,5.5,0.21,19.89,0.03,0.37,19,64.25,0.45,156.25,711
54.25,89.5,2.33,10.03,5.23,30.93,5.6,0.57,23.59,0.13,0.93,19.2,67.75,0.38,162.5,711
78.75,181.5,1.95,None,None,54.15,5.73,1.09,23.11,0.23,1.8,19.7,67.5,0.4,128.75,711.75
91.75,244.75,0.88,None,None,48.25,5.63,0.73,22.11,0.17,1.23,19.35,63.25,0.92,210.75,712
76.5,159.25,1.1,7.2,4.7,33.97,5.55,0.96,34,0.2,1.6,19.38,57.25,0.7,133.75,712
72,154,1.3,29.02,16.48,17.75,5.43,0.57,37.34,0.13,0.93,18.77,50.5,0.95,124.5,712.25
72.75,141,1.8,36.83,20.8,12.12,5.45,0.61,38.92,0.13,1,18.23,46.75,1,127.5,712
42.25,125.25,1.78,36.8,20.8,12.2,5.53,0.41,39.52,0.1,0.67,17.9,41,1.35,96.75,712
28.25,107,1.8,37.25,21.05,11.2,5.8,0.38,38.41,0.1,0.63,17.73,38,1.38,118.5,711
38.5,89.75,1.73,38.28,21.55,9.62,5.93,0.23,37.21,0.07,0.37,16.43,37.25,1.45,103.75,710.25
38.5,102,1.7,37.9,21.35,10.1,5.88,0.25,40.83,0.1,0.43,17.53,35.25,1.42,126,710
31.5,105.5,1.6,37.78,21.22,10.3,6.07,0.26,37.99,0.07,0.43,16.15,31.5,1.58,102,709
27.75,106.75,1.72,37.55,21.15,10.65,5.8,0.49,39.26,0.1,0.83,17.22,32.5,1.35,92.75,709
43,110.5,1.78,34.5,19.55,14.57,5.9,0.56,35.31,0.1,0.93,17.28,34.25,1.08,83,709
51.25,121,1.65,36.67,20.7,11.8,5.65,0.57,38.06,0.1,0.97,17.38,39.5,0.82,88.75,710
47,119,1.75,36.58,20.67,10.82,5.43,0.37,25.84,0.1,0.63,18,43.25,0.8,109.5,710
75,144,1.68,36.42,20.55,11.15,5.8,0.68,26.37,0.17,1.13,18,47.25,1.05,102.75,711
97,152,1.65,37.05,20.88,10.85,5.9,0.49,25.45,0.1,0.8,18.07,50.25,1.23,108,711
104.5,137.5,1.7,36.18,20.42,11.32,5.75,0.57,25.43,0.1,0.97,18.17,57,1.1,104.25,711
118,130,1.75,36.23,20.5,11.03,5.6,0.36,25.53,0.1,0.6,18.23,60,1.4,118.25,711
None,None,1.72,37.42,21.08,10.28,5.73,0.28,25.95,0.07,0.47,18.38,62,1.12,119.5,711
None,None,1.73,36.45,20.57,12,5.73,0.27,25.07,0.1,0.43,18.48,63.25,0.95,102.75,711
None,None,1.65,36.27,20.45,10.95,5.65,0.32,24.67,0.1,0.53,18.65,64.5,0.9,90.75,710
None,None,1.62,37.2,20.95,9.93,5.67,0.3,25.09,0.1,0.5,18.67,65.75,0.92,94.75,710
None,None,1.82,36.1,20.42,10.7,5.62,0.3,23.17,0.1,0.47,18.93,68.75,0.68,86.25,710
None,None,1.87,33.45,19.02,12.5,5.63,0.49,26.47,0.1,0.83,19.1,72,0.7,83.5,711
None,None,1.75,33.3,18.93,12.82,5.9,0.57,27.3,0.1,0.93,19.05,73.25,0.85,102.5,711
113,127,1.68,32.38,18.4,13.9,6,0.46,27.11,0.1,0.73,18.88,72.75,1.2,145.25,711.75
102.25,128.75,1.77,31.27,17.85,15.12,5.9,0.34,25.93,0.07,0.57,18.65,68,1.35,153,712
80,129.75,1.43,32.9,18.6,14.22,5.93,0.45,28.34,0.1,0.73,18.85,63.75,1.38,135.5,712
101.25,118.5,1.68,36.58,20.62,11.32,5.7,0.33,42,0.1,0.57,18.3,54,1.23,145.75,711.75
66.5,127.5,1.65,37.5,21.1,11.5,5.7,0.46,40.77,0.1,0.73,19.32,44.5,1.27,129.25,711
43.5,138.75,1.77,38.55,21.72,11.12,6.62,0.22,42.26,0.07,0.33,20.53,38.75,1.43,110.75,710.5
47.75,130,1.8,38.23,21.55,10.23,6.4,0.33,42.86,0.1,0.53,17.85,31.25,1.65,81,710
39.5,123.5,1.83,37.45,21.18,11.32,6.2,0.25,43.13,0.07,0.4,18.23,29,1.75,79,709
43,123.25,1.62,37.23,20.98,10.12,6.03,0.32,43.16,0.1,0.5,16.62,28.25,1.72,78.25,709
39.75,124.75,1.65,37.15,20.9,9.8,5.95,0.19,41.69,0,0.27,16.7,32.5,1.58,94.75,709
39.25,115.5,1.85,37.88,21.4,9,6.13,0.41,41.65,0.07,0.7,17.7,35.75,1.43,99.25,709
40,111.5,1.7,37.38,21.05,10,5.9,0.15,42.73,0,0.27,17.8,40.5,1.43,115.75,709.5
45.25,129.25,1.77,36.7,20.75,9.95,5.77,0.32,41.58,0.07,0.53,18.4,42.25,1.12,105,710
63,149.25,1.7,35.85,20.25,10.88,5.9,0.58,42.09,0.1,0.93,18.78,43.75,1.38,116.5,711
70.5,141.5,1.6,34.62,19.58,12,5.83,0.39,39.02,0.1,0.63,18.75,47.75,1.7,121,711.75
76,124.5,1.7,34.58,19.57,11.6,5.65,0.32,39.73,0.1,0.5,18.8,53.5,1.33,102.75,712
79.5,97.25,1.7,28.95,16.65,11.25,5.63,0.27,37.32,0.07,0.47,18.65,57.5,0.9,99.25,712
83.5,100,1.67,11.05,7.25,11.8,5.62,0.23,27.36,0.03,0.37,18.82,60.75,1.1,111.5,711
91.75,98.25,1.65,11.88,7.7,11.73,5.7,0.03,26.77,0,0.1,18.85,63.25,0.88,82.5,711
97,107.25,1.72,11.15,7.35,11.9,6.1,0.33,27.88,0.1,0.53,19.02,66.5,0.82,91.5,711
106,123,1.82,2.6,2.88,15.15,6.13,0.34,27.46,0.1,0.57,19.18,71.75,0.92,79.25,711
None,None,1.73,4.97,4.05,13.95,5.92,0.39,30.77,0.1,0.67,19.38,76.5,1.15,112.5,711
None,None,1.58,2.55,2.62,14.72,5.77,0.32,27.96,0.1,0.5,19.2,78.25,0.98,98,711.5
None,None,1.8,1.75,2.4,15.07,6.08,0.25,27.56,0.07,0.4,19.17,77.25,0.88,122.5,712
81,116,1.75,0.3,1.35,15.82,6.23,0.42,27.46,0.1,0.7,19.05,71.5,1.05,142,712
80,116.25,1.6,1.5,2.08,15.85,6.53,0.52,27.89,0.1,0.83,19.12,67.25,1.15,169.75,712
76,116,1.73,7.35,5.35,14.9,6.37,0.53,32.36,0.13,0.87,19.2,64.25,1.5,176.25,712
70,115.25,1.85,19.88,12.08,13.45,6.15,0.53,41.07,0.1,0.9,18.12,55.5,1.35,186.75,712
57.5,122.5,1.72,25.73,15.07,12,6.17,0.4,40.75,0.1,0.67,18.02,44.25,1.15,119,712
